1
20.14,64.53,21.96,64.53
21.96,64.53,21.96,62.48
21.96,62.48,21.23,62.48
21.23,62.48,20.24,62.48,d
20.24,62.48,20.14,62.48
20.14,62.48,20.14,64.53
26.12,67.95,28.75,67.95
28.75,67.95,28.75,64.73
28.75,64.73,27.18,64.73
27.18,64.73,27.18,63.47
27.18,63.47,27.86,63.47
27.86,63.47,27.86,63.42
27.86,63.42,27.86,62.51,d
27.86,62.51,27.86,62.48
27.86,62.48,26.12,62.48
26.12,62.48,26.12,67.95
30.46,63.57,30.46,64.5,d
30.46,64.5,30.46,64.53
30.46,64.53,30.95,64.53
30.95,64.53,30.95,64.73
30.95,64.73,29.35,64.73
29.35,64.73,29.35,67.95
29.35,67.95,32.01,67.95
32.01,67.95,32.01,63.52
32.01,63.52,30.46,63.52
30.46,63.52,30.46,63.57
27.96,62.37,27.96,62.51
27.96,62.51,27.86,62.51
27.86,63.42,27.96,63.42
27.96,63.42,27.96,63.47
27.96,63.47,28.15,63.47
28.15,63.47,28.15,63.57
28.15,63.57,29.06,63.57
29.06,63.57,29.06,63.47
29.06,63.47,29.16,63.47
29.16,63.47,29.16,64.53
29.16,64.53,30.36,64.53
30.36,64.53,30.36,64.5
30.36,64.5,30.46,64.5
30.46,63.57,30.36,63.57
30.36,63.57,30.36,62.37
30.36,62.37,30.29,62.37
30.29,62.37,29.3,62.37,d
29.3,62.37,27.96,62.37
15.39,23.59,15.39,24.48,d
15.39,24.48,15.39,24.7
15.39,24.7,17.15,24.7
17.15,24.7,17.15,23.78,d
17.15,23.78,17.05,23.78
17.05,23.78,17.05,23.68
17.05,23.68,17.15,23.68
17.15,23.68,17.15,22.76,d
17.15,22.76,16.49,22.76
16.49,22.76,16.49,22.66
16.49,22.66,15.49,22.66,d
15.49,22.66,15.49,22.76
15.49,22.76,15.39,22.76
15.39,22.76,15.39,23.59
16.49,22.66,17.4,22.66
17.4,22.66,17.4,21
17.4,21,15.39,21
15.39,21,15.39,22.66
15.39,22.66,15.49,22.66
17.15,23.68,18.35,23.68
18.35,23.68,18.35,24.73
18.35,24.73,20.04,24.73
20.04,24.73,20.05,21.4
20.05,21.4,19.9,21.4
19.9,21.4,19.9,20.96
19.9,20.96,18.35,20.96
18.35,20.96,18.35,22.76
18.35,22.76,17.15,22.76
17.15,24.7,17.15,24.8
17.15,24.8,15.35,24.8
15.35,24.8,15.35,26.59
15.35,26.59,18.78,26.59
18.78,26.59,18.78,24.83
18.78,24.83,18.18,24.83
18.18,24.83,18.18,23.78
18.18,23.78,17.15,23.78
8.28,9,12.91,9
