943.61,1009.07,943.61,1004.44
943.61,1004.44,940.19,1004.44
940.19,1004.44,940.19,1009.07
940.19,1009.07,942.58,1009.07
942.58,1009.07,943.51,1009.07,d
943.71,1009.07,943.81,1009.07
943.81,1009.07,944.74,1009.07,d
944.74,1009.07,946.91,1009.07
946.91,1009.07,946.91,1004.44
946.91,1004.44,943.71,1004.44
947.01,1009.07,950.08,1009.07
950.08,1009.07,951.01,1009.07,d
951.01,1009.07,951.11,1009.07
951.11,1009.07,951.11,1004.44
951.11,1004.44,947.01,1004.44
951.21,1009.07,951.31,1009.07
951.31,1009.07,952.24,1009.07,d
952.24,1009.07,954.41,1009.07
954.41,1009.07,954.41,1004.44
954.41,1004.44,951.21,1004.44
954.51,1009.07,956.98,1009.07
956.98,1009.07,957.91,1009.07,d
957.91,1009.07,958.01,1009.07
958.01,1009.07,958.01,1004.44
958.01,1004.44,954.51,1004.44
958.11,1009.07,958.21,1009.07
958.21,1009.07,959.14,1009.07,d
959.14,1009.07,961.01,1009.07
961.01,1009.07,961.01,1004.44
961.01,1004.44,958.11,1004.44
961.11,1009.17,963.9,1009.17,d
963.9,1009.17,963.9,1004.44
963.9,1004.44,961.11,1004.44
960.51,1016.19,963.9,1016.19
963.9,1016.19,963.9,1010.92
963.9,1010.92,961.54,1010.92
961.54,1010.92,960.61,1010.92,d
960.61,1010.92,960.51,1010.92
957.21,1016.19,960.41,1016.19
960.41,1016.19,960.41,1010.92
960.41,1010.92,960.31,1010.92
960.31,1010.92,959.38,1010.92,d
959.38,1010.92,957.21,1010.92
957.11,1016.19,957.11,1010.92
957.11,1010.92,954.04,1010.92
954.04,1010.92,953.11,1010.92,d
953.11,1010.92,953.01,1010.92
953.01,1010.92,953.01,1016.19
952.91,1016.19,952.91,1010.92
952.91,1010.92,952.81,1010.92
952.81,1010.92,951.88,1010.92,d
951.88,1010.92,949.71,1010.92
949.71,1010.92,949.71,1016.19
949.61,1016.19,949.61,1010.82
949.61,1010.82,946.71,1010.82,d
946.71,1010.82,946.71,1016.19
943.21,1016.2,946.61,1016.19
946.61,1016.19,946.61,1010.92
946.61,1010.92,944.19,1010.92
944.19,1010.92,943.26,1010.92,d
943.26,1010.92,943.21,1010.92
940.23,1016.19,943.01,1016.19
943.01,1016.19,943.01,1010.92
943.01,1010.92,942.96,1010.92
942.96,1010.92,942.03,1010.92,d
942.03,1010.92,940.23,1010.92
971.39,1012.66,973.4,1012.66
973.4,1012.66,973.4,1011.0
973.4,1011.0,972.34,1011.0
972.34,1011.0,971.51,1011.0,d
971.51,1011.0,971.39,1011.0
968.81,1009.07,968.81,1006.6
968.81,1006.6,968.81,1005.67,d
968.81,1005.67,968.81,1005.57
968.81,1005.57,964.23,1005.57
964.23,1005.57,964.23,1009.07
968.81,1005.47,968.81,1002.82
968.81,1002.82,968.81,1001.89,d
968.81,1001.89,968.81,999.17
968.81,999.17,964.23,999.17
964.23,999.17,964.23,1005.47
971.31,1002.38,975.94,1002.38
975.94,1002.38,975.94,998.44
975.94,998.44,971.63,998.44
971.63,998.44,971.63,999.31
971.63,999.31,971.31,999.31
971.31,999.31,971.31,1001.35
971.31,1001.35,971.31,1002.28,d
979.01,1009.07,979.01,1004.44
979.01,1004.44,976.19,1004.44
976.19,1004.44,976.19,1009.07
976.19,1009.07,977.98,1009.07
977.98,1009.07,978.91,1009.07,d
982.61,1009.07,982.61,1004.44
982.61,1004.44,979.11,1004.44
979.11,1004.44,979.11,1009.07
979.11,1009.07,979.21,1009.07
979.21,1009.07,980.14,1009.07,d
985.61,1009.17,985.61,1004.44
985.61,1004.44,982.71,1004.44
982.71,1004.44,982.71,1009.17
990.41,1009.07,990.41,1004.44
990.41,1004.44,985.71,1004.44
985.71,1004.44,985.71,1009.07
985.71,1009.07,989.38,1009.07
989.38,1009.07,990.31,1009.07,d
990.51,1009.07,990.61,1009.07
990.61,1009.07,991.54,1009.07,d
991.54,1009.07,993.94,1009.07
993.94,1009.07,993.94,1004.44
993.94,1004.44,990.51,1004.44
975.94,1046.15,975.94,1042.77
975.94,1042.77,972.39,1042.77
972.39,1042.77,971.46,1042.77,d
971.46,1042.77,971.31,1042.77
971.31,1042.77,971.31,1046.15
967.71,1046.15,967.71,1043.05
967.71,1043.05,968.81,1043.05
968.81,1043.05,968.81,1042.3
968.81,1042.3,968.81,1041.37,d
968.81,1041.37,968.81,1041.27
968.81,1041.27,964.19,1041.27
964.19,1041.27,964.19,1046.15
968.81,1041.17,968.81,1037.8
968.81,1037.8,968.81,1036.87,d
968.81,1036.87,968.81,1036.77
968.81,1036.77,964.19,1036.77
964.19,1036.77,964.19,1041.17
968.81,1036.67,968.81,1036.57
968.81,1036.57,968.81,1035.64,d
968.81,1035.64,968.81,1033.47
968.81,1033.47,965.22,1033.47
965.22,1033.47,965.22,1033.37
965.22,1033.37,964.29,1033.37,d
964.29,1033.37,964.29,1033.47
964.29,1033.47,964.19,1033.47
964.19,1033.47,964.19,1036.67
968.81,1033.37,968.81,1028.5
968.81,1028.5,968.81,1027.57,d
968.81,1027.57,968.81,1027.47
968.81,1027.47,964.19,1027.47
964.19,1027.47,964.19,1033.37
964.19,1033.37,964.29,1033.37
968.81,1027.37,968.81,1027.27
968.81,1027.27,968.81,1026.34,d
968.81,1026.34,968.81,1023.27
968.81,1023.27,964.19,1023.27
964.19,1023.27,964.19,1027.37
964.19,1019.97,964.19,1023.17
964.19,1023.17,968.81,1023.17
968.81,1023.17,968.81,1021.0
968.81,1021.0,968.81,1020.07,d
968.81,1020.07,968.81,1019.97
968.81,1019.87,968.81,1019.77
968.81,1019.77,968.81,1018.84,d
968.81,1018.84,968.81,1016.42
968.81,1016.42,964.19,1016.42
964.19,1016.42,964.19,1019.87
968.81,1016.22,968.81,1012.52
968.81,1012.52,968.81,1011.02,d
968.81,1011.02,968.81,1010.92
968.81,1010.92,964.23,1010.92
964.23,1010.92,964.23,1016.22
971.39,1014.7,973.15,1014.7
973.15,1014.7,973.15,1013.78,d
973.15,1013.78,973.05,1013.78
973.05,1013.78,973.05,1013.68
973.05,1013.68,973.15,1013.68
973.15,1013.68,973.15,1012.76,d
973.15,1012.76,971.39,1012.76
971.39,1012.76,971.39,1013.63
971.39,1013.63,971.39,1014.52,d
971.35,1016.59,974.78,1016.59
974.78,1016.59,974.78,1014.83
974.78,1014.83,974.18,1014.83
974.18,1014.83,974.18,1013.78
974.18,1013.78,973.15,1013.78
973.15,1014.7,973.15,1014.8
973.15,1014.8,971.38,1014.8
971.38,1014.8,971.35,1014.8
973.15,1013.68,974.35,1013.68
974.35,1013.68,974.35,1014.73
974.35,1014.73,976.05,1014.73
976.05,1014.73,976.05,1010.96
976.05,1010.96,974.35,1010.96
974.35,1010.96,974.35,1012.76
974.35,1012.76,973.5,1012.76
973.5,1012.76,973.15,1012.76
971.31,1019.27,975.94,1019.27
975.94,1019.27,975.94,1016.78
975.94,1016.78,971.31,1016.78
971.31,1016.78,971.31,1018.24
971.31,1018.24,971.31,1019.17,d
971.31,1022.27,975.94,1022.27
975.94,1022.27,975.94,1019.37
975.94,1019.37,971.31,1019.37
971.31,1019.37,971.31,1019.47
971.31,1019.47,971.31,1020.4,d
971.31,1025.27,975.94,1025.27
975.94,1025.27,975.94,1022.37
975.94,1022.37,971.31,1022.37
971.31,1022.37,971.31,1024.24
971.31,1024.24,971.31,1025.17,d
971.31,1029.17,975.94,1029.17
975.94,1029.17,975.94,1025.37
975.94,1025.37,971.31,1025.37
971.31,1025.37,971.31,1025.47
971.31,1025.47,971.31,1026.4,d
971.31,1033.67,975.94,1033.67
975.94,1033.67,975.94,1029.27
975.94,1029.27,971.31,1029.27
971.31,1029.27,971.31,1032.64
971.31,1032.64,971.31,1033.57,d
971.61,1037.27,975.94,1037.27
975.94,1037.27,975.94,1033.77
975.94,1033.77,971.31,1033.77
971.31,1033.77,971.31,1033.87
971.31,1033.87,971.31,1034.8,d
971.31,1034.8,971.61,1034.8
971.31,1042.67,971.46,1042.67
971.46,1042.67,971.46,1042.77
972.39,1042.77,972.39,1042.67
972.39,1042.67,975.94,1042.67
975.94,1042.67,975.94,1037.37
975.94,1037.37,971.61,1037.37
971.61,1037.37,971.61,1041.02
971.61,1041.02,971.31,1041.02
971.31,1041.02,971.31,1041.37
971.31,1041.37,971.31,1042.3,d
935.31,1028.27,939.94,1028.27
939.94,1028.27,939.94,1022.37
939.94,1022.37,935.31,1022.37
935.31,1022.37,935.31,1027.24
935.31,1027.24,935.31,1028.17,d
932.81,1046.27,932.81,1044.4
932.81,1044.4,932.81,1043.47,d
932.81,1043.47,932.81,1043.37
932.81,1043.37,928.19,1043.37
928.19,1043.37,928.19,1046.27
932.81,1043.27,932.81,1041.4
932.81,1041.4,932.81,1040.47,d
932.81,1040.47,932.81,1040.37
932.81,1040.37,928.19,1040.37
928.19,1040.37,928.21,1043.27
932.81,1040.27,932.81,1040.17
932.81,1040.17,932.81,1039.24,d
932.81,1039.24,932.81,1034.37
932.81,1034.37,928.19,1034.37
928.19,1034.37,928.19,1040.27
932.81,1034.27,932.81,1029.4
932.81,1029.4,932.81,1028.47,d
932.81,1028.47,932.81,1028.37
932.81,1028.37,928.19,1028.37
928.19,1028.37,928.19,1034.27
932.91,1028.27,932.91,1025.37,d
932.91,1025.37,928.19,1025.37
928.19,1025.37,928.21,1028.27
932.81,1025.27,932.81,1023.4
932.81,1023.4,932.81,1022.47,d
932.81,1022.47,932.81,1022.37
932.81,1022.37,928.19,1022.37
928.19,1022.37,928.19,1025.27
932.81,1022.27,932.81,1020.4
