0.75,0
0.75,0
0.75,0
0.75,0
0.75,10
0.75,15
0.75,20
0.75,45
0.75,55
0.75,60
0.75,60
0.75,90
0.35,120
0.75,180
0.75,180
0.75,180
0.75,210
0.75,210
0.75,165
0.75,180
0.5,10
